;country;Gender;Age;Marital status;Stratum Urban;HM25_1;Natur of work;Level of Wealth;Fathers level education;Parent_affiliated_with Social Security;Participation in elections;Freedom to speach out about government;Resort to nepotism;Trust in Parliment;Trust in employers;Trust in associations;Trust in political_parties;Political system;Formality
1824;LB;Male;<= 19;Never Mar;Urban;Middle;non manua;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
1825;TN;Male;25+;Never Mar;Urban;Middle;manual t;No;Secondary;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
1826;TN;Male;20 - 24;Never Mar;Urban;Middle;manual t;No;Primary;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
1828;TN;Male;25+;Never Mar;Urban;Middle;non manua;No;Primary;No;Oui;Not at al;No;Non;No;yes;Non;Non;informal
1829;LB;Female;25+;Never Mar;Urban;No educati;manual t;No;Primary;No;Non;Not at al;Yes;Non;yes;No;Non;Non;informal
1830;EG;Male;20 - 24;Ever Marr;Rural;Secondary;manual t;No;Middle;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1831;EG;Male;<= 19;Never Mar;Rural;Secondary;manual t;No;Higher;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
1832;LB;Male;20 - 24;Never Mar;Rural;Higher;non manua;Yes;Primary;No;Non;Not at al;Yes;Non;No;No;Non;Non;informal
1833;LB;Male;20 - 24;Never Mar;Urban;Higher;non manua;Yes;Higher;Yes;Non;Not at al;Yes;Non;No;yes;Oui;Non;informal
1834;LB;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Secondary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1835;EG;Male;20 - 24;Ever Marr;Rural;Primary;manual t;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1836;LB;Male;<= 19;Never Mar;Urban;Higher;non manua;Yes;Secondary;No;Non;Not at al;Yes;Non;No;yes;Oui;Non;informal
1837;EG;Female;<= 19;Never Mar;Urban;Secondary;non manua;No;No educati;Yes;Oui;Not at al;No;Non;No;yes;Non;Non;informal
1838;EG;Male;<= 19;Never Mar;Rural;Middle;manual t;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
1839;DZ;Male;25+;Never Mar;Rural;Middle;manual t;No;No educati;No;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
1840;EG;Male;20 - 24;Never Mar;Urban;Secondary;manual t;No;Secondary;No;Oui;Not at al;Yes;Non;No;yes;Oui;Oui;informal
1841;DZ;Female;<= 19;Never Mar;Urban;Primary;manual t;No;No educati;Yes;Non;Completel;No;Non;No;No;Non;Non;informal
1843;EG;Male;25+;Never Mar;Rural;Primary;manual t;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
1844;DZ;Male;25+;Never Mar;Rural;Secondary;manual t;No;Primary;No;Non;Not at al;No;Non;yes;yes;Non;Non;informal
1845;EG;Male;25+;Ever Marr;Rural;Secondary;manual t;No;No educati;Yes;Oui;Not at al;No;Non;No;No;Oui;Oui;informal
1846;EG;Male;<= 19;Never Mar;Rural;Secondary;manual t;No;No educati;Yes;Non;Not at al;No;Non;No;yes;Non;Non;informal
1847;TN;Female;20 - 24;Never Mar;Urban;Higher;non manua;No;Secondary;No;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
1848;EG;Male;25+;Ever Marr;Urban;Primary;non manua;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1849;DZ;Male;25+;Never Mar;Urban;Secondary;manual t;No;Secondary;Yes;Non;Completel;No;Non;yes;yes;Oui;Oui;informal
1850;DZ;Male;20 - 24;Never Mar;Urban;Middle;non manua;No;Secondary;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
1851;LB;Male;<= 19;Never Mar;Rural;Middle;manual t;No;Middle;Yes;Non;Not at al;No;Non;yes;yes;Non;Non;informal
1852;DZ;Male;25+;Never Mar;Rural;Middle;manual t;No;Primary;Yes;Oui;Not at al;Yes;Non;No;yes;Non;Non;informal
1853;LB;Female;25+;Ever Marr;Rural;Middle;non manua;Yes;Primary;No;Oui;Not at al;No;Non;yes;yes;Non;Non;informal
1854;LB;Female;25+;Never Mar;Urban;Middle;manual t;Yes;Secondary;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
1855;DZ;Female;20 - 24;Never Mar;Urban;Higher;non manua;Yes;Secondary;Yes;Oui;Completel;No;Non;No;yes;Oui;Oui;informal
1857;LB;Female;25+;Ever Marr;Urban;Secondary;non manua;No;Secondary;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;informal
1859;EG;Male;25+;Never Mar;Rural;Secondary;manual t;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1860;EG;Male;20 - 24;Never Mar;Urban;Secondary;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;yes;yes;Non;Non;informal
1861;EG;Female;<= 19;Never Mar;Urban;Secondary;non manua;No;Middle;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
1862;LB;Female;25+;Ever Marr;Urban;Higher;non manua;Yes;Middle;No;Non;Not at al;No;Non;No;yes;Non;Non;informal
1865;LB;Male;20 - 24;Never Mar;Rural;Secondary;non manua;Yes;Secondary;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
1866;TN;Female;25+;Never Mar;Rural;Higher;manual t;No;Primary;Yes;Non;Not at al;Yes;Non;No;No;Oui;Non;informal
1867;EG;Male;25+;Never Mar;Urban;Higher;non manua;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Non;Oui;informal
1868;LB;Male;25+;Never Mar;Urban;Secondary;non manua;Yes;No educati;No;Oui;Not at al;Yes;Non;No;No;Non;Oui;informal
1869;DZ;Female;20 - 24;Never Mar;Urban;Middle;manual t;No;Higher;Yes;Oui;Completel;No;Non;No;No;Non;Non;informal
1871;EG;Male;20 - 24;Ever Marr;Rural;Secondary;manual t;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Oui;informal
1872;EG;Female;20 - 24;Ever Marr;Rural;Secondary;manual t;No;No educati;No;Non;Not at al;No;Non;No;yes;Oui;Oui;informal
1873;TN;Female;25+;Ever Marr;Urban;Secondary;non manua;No;No educati;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
1874;DZ;Male;20 - 24;Never Mar;Urban;Higher;non manua;No;Primary;No;Non;Not at al;No;Non;No;yes;Oui;Oui;informal
1875;DZ;Male;<= 19;Never Mar;Urban;Middle;non manua;No;Primary;Yes;Non;Completel;Yes;Non;No;yes;Non;Non;informal
1876;LB;Female;25+;Never Mar;Urban;Higher;non manua;No;Middle;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1878;LB;Female;20 - 24;Ever Marr;Urban;Middle;non manua;No;Middle;No;Non;Not at al;No;Non;No;yes;Non;Non;informal
1879;LB;Male;20 - 24;Never Mar;Rural;Middle;non manua;No;Middle;No;Non;Not at al;No;Non;No;No;Non;Non;informal
1882;TN;Male;20 - 24;Never Mar;Urban;Secondary;non manua;No;Secondary;Yes;Non;Not at al;Yes;Non;yes;yes;Non;Non;informal
1883;TN;Male;20 - 24;Never Mar;Rural;Middle;non manua;No;No educati;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
1885;EG;Male;<= 19;Never Mar;Rural;Secondary;non manua;No;Primary;Yes;Oui;Not at al;No;Non;No;yes;Non;Non;informal
1886;EG;Male;25+;Ever Marr;Rural;Secondary;manual t;No;Secondary;Yes;Non;Not at al;No;Non;No;yes;Non;Non;informal
1887;LB;Male;20 - 24;Never Mar;Urban;Secondary;non manua;Yes;Primary;No;Non;Not at al;No;Non;yes;yes;Non;Non;informal
1888;EG;Male;25+;Never Mar;Urban;Primary;non manua;No;No educati;No;Oui;Not at al;No;Non;No;yes;Oui;Non;informal
1890;LB;Male;25+;Never Mar;Urban;Middle;manual t;No;No educati;No;Non;Not at al;Yes;Non;No;No;Non;Non;informal
1891;EG;Female;20 - 24;Never Mar;Urban;Middle;non manua;No;No educati;No;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
1892;TN;Male;<= 19;Never Mar;Urban;Secondary;manual t;No;Secondary;Yes;Non;Not at al;Yes;Non;No;No;Oui;Oui;informal
1893;EG;Male;25+;Ever Marr;Rural;Secondary;non manua;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
1894;LB;Female;25+;Never Mar;Rural;Secondary;non manua;Yes;Middle;Yes;Non;Not at al;No;Non;No;yes;Non;Non;informal
1897;TN;Male;20 - 24;Never Mar;Rural;Secondary;non manua;No;No educati;No;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
1898;TN;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Secondary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Non;informal
1899;DZ;Male;25+;Never Mar;Rural;Middle;manual t;No;No educati;No;Oui;Not at al;Yes;Non;No;No;Oui;Non;informal
1900;LB;Male;25+;Never Mar;Rural;Secondary;non manua;Yes;Primary;No;Non;Not at al;No;Non;yes;yes;Non;Non;informal
1902;EG;Male;<= 19;Never Mar;Rural;Secondary;manual t;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1903;EG;Male;<= 19;Never Mar;Rural;Middle;manual t;No;No educati;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
1904;EG;Male;25+;Never Mar;Rural;Secondary;manual t;No;No educati;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1905;EG;Male;<= 19;Never Mar;Urban;Secondary;non manua;No;Middle;No;Non;Not at al;No;Non;No;No;Non;Non;informal
1907;LB;Male;25+;Never Mar;Rural;Middle;manual t;No;Middle;No;Non;Not at al;No;Non;No;No;Non;Non;informal
1908;DZ;Male;<= 19;Never Mar;Urban;Secondary;non manua;Yes;Higher;Yes;Non;Not at al;Yes;Non;yes;No;Oui;Oui;informal
1909;EG;Female;25+;Ever Marr;Urban;Secondary;non manua;No;Primary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1910;EG;Male;25+;Ever Marr;Urban;Middle;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1911;DZ;Male;20 - 24;Never Mar;Rural;Primary;manual t;No;No educati;No;Oui;Not at al;Yes;Non;No;yes;Non;Non;informal
1912;EG;Male;20 - 24;Never Mar;Urban;Secondary;non manua;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
1913;DZ;Male;20 - 24;Never Mar;Urban;Higher;non manua;Yes;Middle;Yes;Non;Completel;No;Non;yes;yes;Non;Non;informal
1914;DZ;Male;25+;Never Mar;Rural;Primary;manual t;No;No educati;Yes;Oui;Completel;No;Non;No;yes;Non;Non;informal
1915;TN;Female;20 - 24;Never Mar;Urban;Middle;non manua;No;Middle;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
1916;EG;Male;20 - 24;Never Mar;Urban;Middle;non manua;No;Primary;No;Non;Not at al;No;Non;No;No;Non;Non;informal
1917;LB;Male;25+;Never Mar;Urban;Higher;non manua;No;Middle;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
1918;EG;Male;<= 19;Never Mar;Rural;Secondary;non manua;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1919;TN;Male;<= 19;Never Mar;Urban;Middle;manual t;No;Primary;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
1920;TN;Female;20 - 24;Never Mar;Urban;Higher;non manua;No;Primary;Yes;Oui;Not at al;No;Non;yes;No;Non;Oui;informal
1921;LB;Male;25+;Never Mar;Urban;Middle;non manua;No;No educati;No;Non;Not at al;No;Non;yes;No;Non;Non;informal
1922;EG;Female;25+;Ever Marr;Rural;Higher;non manua;No;Middle;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1923;DZ;Male;<= 19;Never Mar;Urban;Middle;non manua;No;No educati;No;Non;Completel;Yes;Non;No;No;Non;Non;informal
1924;EG;Male;20 - 24;Never Mar;Rural;Secondary;manual t;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1925;EG;Male;25+;Ever Marr;Urban;Secondary;manual t;No;Primary;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
1926;TN;Male;25+;Never Mar;Rural;Middle;manual t;No;Primary;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
1927;EG;Male;25+;Never Mar;Urban;Primary;non manua;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1928;TN;Male;25+;Never Mar;Urban;Middle;manual t;No;Middle;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;informal
1929;TN;Male;<= 19;Never Mar;Urban;Secondary;non manua;No;Middle;Yes;Non;Not at al;No;Non;No;yes;Non;Non;informal
1930;TN;Male;25+;Never Mar;Urban;Middle;manual t;No;Primary;No;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
1931;DZ;Male;25+;Never Mar;Urban;Secondary;non manua;No;No educati;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1932;LB;Female;25+;Never Mar;Urban;Secondary;non manua;No;Middle;No;Non;Not at al;No;Non;No;yes;Non;Non;informal
1933;TN;Male;20 - 24;Never Mar;Urban;Secondary;manual t;No;Primary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
1936;EG;Male;<= 19;Never Mar;Rural;Middle;non manua;No;Middle;No;Non;Not at al;Yes;Non;No;No;Non;Non;informal
1937;EG;Male;20 - 24;Never Mar;Urban;Secondary;non manua;No;Middle;No;Non;Not at al;No;Non;No;yes;Non;Non;informal
1938;EG;Male;25+;Ever Marr;Rural;Higher;non manua;No;No educati;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1939;DZ;Male;25+;Never Mar;Rural;Middle;non manua;No;No educati;Yes;Oui;Completel;Yes;Non;No;No;Non;Non;informal
1941;EG;Male;<= 19;Never Mar;Rural;Secondary;manual t;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
1942;EG;Male;20 - 24;Ever Marr;Urban;Middle;non manua;No;No educati;Yes;Oui;Not at al;Yes;Non;No;No;Non;Non;informal
1943;EG;Male;25+;Ever Marr;Rural;Secondary;manual t;No;Higher;Yes;Oui;Not at al;No;Non;yes;No;Non;Non;informal
1944;LB;Female;25+;Never Mar;Urban;Secondary;non manua;No;Primary;No;Non;Not at al;Yes;Non;yes;yes;Non;Non;informal
1945;EG;Male;25+;Ever Marr;Rural;Secondary;manual t;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Non;Oui;informal
1946;EG;Female;25+;Ever Marr;Rural;No educati;manual t;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
1947;DZ;Male;<= 19;Never Mar;Urban;Middle;manual t;Yes;No educati;Yes;Non;Completel;Yes;Non;No;No;Non;Oui;informal
1948;LB;Male;25+;Ever Marr;Urban;Higher;non manua;No;Higher;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1949;TN;Female;20 - 24;Never Mar;Urban;Higher;manual t;No;Primary;Yes;Oui;Not at al;Yes;Non;No;No;Oui;Oui;informal
1951;EG;Female;25+;Ever Marr;Urban;Higher;non manua;No;Primary;Yes;Non;Not at al;No;Non;No;yes;Oui;Oui;informal
1952;EG;Male;20 - 24;Never Mar;Rural;Secondary;manual t;No;Middle;Yes;Oui;Not at al;No;Non;yes;yes;Non;Non;informal
1954;EG;Male;20 - 24;Never Mar;Urban;Secondary;non manua;No;No educati;No;Oui;Not at al;No;Non;No;yes;Non;Non;informal
1955;LB;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Middle;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
1956;LB;Female;25+;Ever Marr;Rural;Middle;non manua;No;Primary;No;Non;Not at al;No;Non;yes;yes;Non;Non;informal
1957;EG;Male;<= 19;Never Mar;Rural;Primary;non manua;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Non;informal
1958;DZ;Male;20 - 24;Never Mar;Rural;Primary;manual t;No;Primary;No;Non;Completel;Yes;Non;No;yes;Oui;Oui;informal
1959;EG;Female;25+;Ever Marr;Rural;No educati;manual t;No;No educati;No;Non;Not at al;No;Non;yes;yes;Non;Non;informal
1961;DZ;Male;<= 19;Never Mar;Urban;Secondary;non manua;Yes;Primary;Yes;Oui;Completel;Yes;Non;yes;yes;Oui;Oui;informal
1962;TN;Male;20 - 24;Never Mar;Urban;Middle;non manua;No;Primary;Yes;Non;Not at al;Yes;Non;yes;No;Non;Non;informal
1963;EG;Male;25+;Ever Marr;Rural;Middle;non manua;No;Secondary;Yes;Oui;Not at al;Yes;Non;No;yes;Non;Oui;informal
1964;LB;Female;25+;Never Mar;Rural;Higher;non manua;Yes;Higher;No;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
1965;DZ;Male;20 - 24;Never Mar;Rural;Higher;manual t;No;Middle;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;informal
1966;LB;Male;<= 19;Never Mar;Urban;Middle;non manua;No;No educati;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
1967;DZ;Female;25+;Never Mar;Rural;Higher;manual t;Yes;Higher;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1968;DZ;Male;<= 19;Never Mar;Rural;Middle;non manua;No;No educati;Yes;Non;Not at al;Yes;Non;No;No;Oui;Oui;informal
1969;TN;Male;25+;Never Mar;Urban;Primary;non manua;No;Primary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1971;LB;Female;25+;Never Mar;Urban;Secondary;non manua;No;Secondary;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;informal
1972;EG;Male;25+;Never Mar;Urban;Higher;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1973;TN;Male;<= 19;Never Mar;Rural;Primary;non manua;No;Middle;No;Non;Not at al;Yes;Non;yes;yes;Non;Non;informal
1974;TN;Male;<= 19;Never Mar;Urban;Secondary;manual t;No;Primary;Yes;Non;Not at al;No;Non;yes;No;Non;Non;informal
1975;LB;Male;25+;Never Mar;Urban;Higher;non manua;No;Secondary;No;Non;Not at al;No;Non;yes;yes;Non;Non;informal
1976;EG;Male;20 - 24;Never Mar;Rural;Middle;manual t;No;No educati;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
1977;LB;Male;20 - 24;Never Mar;Urban;Secondary;non manua;Yes;Secondary;No;Non;Not at al;Yes;Non;No;yes;Non;Non;informal
1979;DZ;Male;20 - 24;Never Mar;Urban;Middle;non manua;No;No educati;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
1982;EG;Male;20 - 24;Ever Marr;Urban;Secondary;manual t;No;Secondary;Yes;Oui;Not at al;No;Non;No;No;Non;Oui;informal
1983;TN;Male;<= 19;Never Mar;Urban;Middle;non manua;No;Primary;Yes;Non;Not at al;No;Non;No;yes;Oui;Oui;informal
1984;DZ;Male;25+;Never Mar;Rural;Middle;manual t;No;Primary;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
1985;TN;Male;20 - 24;Never Mar;Urban;Middle;manual t;No;Primary;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
1986;TN;Male;20 - 24;Never Mar;Rural;Middle;manual t;No;Primary;No;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
1988;LB;Female;<= 19;Never Mar;Urban;Secondary;non manua;No;Middle;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
1989;EG;Male;25+;Ever Marr;Rural;Primary;non manua;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1992;EG;Female;25+;Ever Marr;Rural;Secondary;non manua;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1993;EG;Male;20 - 24;Never Mar;Rural;Middle;non manua;No;No educati;No;Non;Completel;No;Non;No;No;Non;Non;informal
1994;LB;Male;25+;Never Mar;Rural;Secondary;non manua;No;Middle;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1995;EG;Male;20 - 24;Never Mar;Urban;Primary;manual t;No;No educati;No;Oui;Not at al;No;Non;yes;No;Oui;Oui;informal
1997;EG;Male;25+;Never Mar;Urban;Secondary;non manua;No;Secondary;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
1998;TN;Female;25+;Never Mar;Urban;Higher;manual t;No;Secondary;No;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
1999;DZ;Male;25+;Never Mar;Rural;Secondary;manual t;Yes;Primary;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2000;DZ;Male;<= 19;Never Mar;Urban;Secondary;manual t;No;Middle;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2001;LB;Female;25+;Ever Marr;Urban;Higher;non manua;No;Primary;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2002;EG;Female;<= 19;Never Mar;Rural;Middle;non manua;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2003;TN;Male;20 - 24;Never Mar;Urban;Secondary;non manua;No;No educati;No;Non;Not at al;No;Non;No;yes;Oui;Oui;informal
2004;DZ;Female;20 - 24;Never Mar;Urban;Higher;non manua;Yes;Primary;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;informal
2005;LB;Female;25+;Ever Marr;Urban;Middle;manual t;No;Middle;No;Non;Not at al;Yes;Non;No;No;Non;Non;informal
2006;TN;Male;20 - 24;Never Mar;Urban;Secondary;manual t;No;Middle;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
2007;EG;Male;20 - 24;Never Mar;Rural;Secondary;manual t;No;No educati;No;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
2008;LB;Male;20 - 24;Never Mar;Rural;Secondary;non manua;Yes;Primary;Yes;Non;Not at al;Yes;Non;yes;yes;Non;Oui;informal
2009;LB;Male;25+;Never Mar;Urban;Secondary;manual t;Yes;Secondary;No;Non;Not at al;Yes;Non;No;No;Non;Non;informal
2010;TN;Male;25+;Never Mar;Urban;Primary;non manua;No;Primary;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
2011;DZ;Male;20 - 24;Never Mar;Rural;Middle;manual t;Yes;Primary;No;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
2012;EG;Male;25+;Never Mar;Urban;Middle;manual t;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
2013;EG;Male;20 - 24;Ever Marr;Rural;Primary;manual t;No;No educati;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2014;LB;Female;25+;Never Mar;Urban;Secondary;non manua;No;Middle;No;Non;Not at al;No;Non;No;yes;Non;Non;informal
2015;TN;Male;20 - 24;Never Mar;Urban;Primary;manual t;No;Primary;No;Non;Not at al;No;Non;No;yes;Oui;Oui;informal
2016;DZ;Female;<= 19;Never Mar;Rural;Secondary;manual t;Yes;Primary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2017;DZ;Male;25+;Never Mar;Urban;Secondary;non manua;No;Primary;Yes;Non;Not at al;No;Non;No;yes;Non;Non;informal
2019;DZ;Male;20 - 24;Never Mar;Urban;Middle;manual t;No;Primary;No;Non;Not at al;No;Non;No;yes;Oui;Oui;informal
2020;EG;Male;25+;Ever Marr;Urban;Higher;non manua;No;Higher;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2021;LB;Male;20 - 24;Never Mar;Urban;Higher;manual t;Yes;Secondary;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2022;LB;Female;<= 19;Never Mar;Urban;Secondary;non manua;Yes;Middle;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2023;TN;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Primary;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2025;LB;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Middle;No;Oui;Not at al;No;Non;yes;yes;Non;Non;informal
2027;LB;Female;25+;Never Mar;Rural;Higher;non manua;No;Primary;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2029;LB;Male;20 - 24;Never Mar;Urban;Secondary;non manua;No;Secondary;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2030;TN;Male;20 - 24;Ever Marr;Rural;Higher;non manua;No;Middle;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
2032;LB;Female;25+;Ever Marr;Rural;Higher;non manua;Yes;Higher;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2033;EG;Male;<= 19;Never Mar;Urban;Primary;non manua;No;No educati;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2034;LB;Female;20 - 24;Never Mar;Urban;Higher;manual t;Yes;Middle;No;Non;Not at al;No;Non;No;yes;Non;Non;informal
2035;EG;Male;20 - 24;Never Mar;Rural;Secondary;non manua;No;No educati;Yes;Oui;Not at al;Yes;Non;No;No;Oui;Non;informal
2037;EG;Male;25+;Never Mar;Rural;Primary;manual t;No;No educati;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Non;informal
2039;EG;Female;20 - 24;Never Mar;Urban;Secondary;manual t;No;No educati;No;Oui;Not at al;No;Non;yes;No;Non;Non;informal
2040;LB;Male;<= 19;Never Mar;Urban;Higher;non manua;No;Middle;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2041;TN;Female;20 - 24;Never Mar;Urban;Higher;non manua;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2042;TN;Female;25+;Never Mar;Urban;Secondary;non manua;No;Primary;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
2044;TN;Male;25+;Never Mar;Urban;Higher;manual t;No;Primary;No;Oui;Not at al;No;Non;yes;yes;Oui;Non;informal
2045;DZ;Male;<= 19;Never Mar;Urban;Middle;manual t;Yes;Primary;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;informal
2046;TN;Male;20 - 24;Never Mar;Urban;Middle;non manua;No;Middle;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2047;DZ;Male;20 - 24;Never Mar;Rural;Primary;non manua;No;Primary;Yes;Non;Completel;Yes;Non;No;No;Non;Non;informal
2048;EG;Female;25+;Never Mar;Rural;Primary;non manua;No;No educati;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
2049;EG;Male;20 - 24;Never Mar;Rural;No educati;non manua;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2050;EG;Male;25+;Never Mar;Urban;Secondary;non manua;No;No educati;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2051;DZ;Male;20 - 24;Never Mar;Urban;Secondary;manual t;No;Middle;Yes;Non;Completel;Yes;Non;yes;yes;Non;Non;informal
2053;LB;Female;25+;Never Mar;Urban;Higher;non manua;Yes;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2054;EG;Female;20 - 24;Never Mar;Urban;Secondary;non manua;No;Middle;No;Non;Not at al;Yes;Non;No;No;Non;Non;informal
2055;LB;Male;<= 19;Never Mar;Urban;Middle;non manua;No;Secondary;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2056;EG;Male;<= 19;Never Mar;Rural;Middle;non manua;No;Primary;No;Non;Not at al;Yes;Non;No;yes;Oui;Oui;informal
2057;DZ;Male;20 - 24;Never Mar;Rural;Middle;manual t;Yes;Primary;Yes;Oui;Not at al;Yes;Non;No;No;Non;Non;informal
2058;TN;Male;20 - 24;Never Mar;Urban;Secondary;manual t;No;Primary;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
