;country;Gender;Age;Marital status;Stratum Urban;HM25_1;Natur of work;Level of Wealth;Fathers level education;Parent_affiliated_with Social Security;Participation in elections;Freedom to speach out about government;Resort to nepotism;Trust in Parliment;Trust in employers;Trust in associations;Trust in political_parties;Political system;Formality
2001;LB;Female;25+;Ever Marr;Urban;Higher;non manua;No;Primary;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
404;TN;Male;<= 19;Never Mar;Urban;Secondary;manual t;No;Secondary;Yes;Oui;Not at al;Yes;Non;yes;No;Oui;Non;formal
2027;LB;Female;25+;Never Mar;Rural;Higher;non manua;No;Primary;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
1811;TN;Male;20 - 24;Never Mar;Urban;Higher;non manua;Yes;Higher;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1617;EG;Male;20 - 24;Never Mar;Urban;Secondary;manual t;No;Middle;Yes;Oui;Not at al;No;Non;yes;No;Non;Non;informal
2099;LB;Male;25+;Never Mar;Rural;Higher;non manua;No;Secondary;Yes;Non;Not at al;Yes;Non;yes;yes;Non;Non;informal
954;LB;Female;25+;Never Mar;Urban;Higher;non manua;No;Higher;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;formal
1388;LB;Female;20 - 24;Ever Marr;Rural;Primary;non manua;No;Primary;No;Non;Not at al;Yes;Non;No;No;Non;Non;informal
2612;DZ;Male;25+;Never Mar;Rural;Higher;manual t;No;No educati;No;Oui;Not at al;Yes;Non;No;yes;Non;Non;informal
859;TN;Female;25+;Never Mar;Urban;Secondary;non manua;No;No educati;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
126;LB;Male;25+;Ever Marr;Urban;Higher;non manua;Yes;Middle;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
49;EG;Male;25+;Ever Marr;Urban;Higher;non manua;No;Middle;Yes;Oui;Not at al;No;Non;No;yes;Non;Non;formal
142;EG;Female;20 - 24;Never Mar;Rural;Higher;non manua;Yes;Higher;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
229;LB;Male;20 - 24;Never Mar;Urban;Primary;non manua;Yes;No educati;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
1713;TN;Male;20 - 24;Ever Marr;Urban;Middle;manual t;No;Primary;No;Non;Not at al;No;Non;No;No;Non;Non;informal
59;EG;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Higher;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
610;LB;Female;25+;Ever Marr;Rural;Higher;non manua;Yes;Secondary;Yes;Oui;Not at al;No;Non;yes;yes;Non;Non;formal
77;EG;Male;25+;Ever Marr;Rural;Secondary;non manua;No;Middle;Yes;Non;Not at al;No;Non;yes;No;Non;Non;formal
2759;EG;Male;20 - 24;Never Mar;Urban;Higher;non manua;No;Middle;Yes;Non;Not at al;No;Non;yes;yes;Non;Non;informal
2285;EG;Male;25+;Never Mar;Rural;Secondary;non manua;No;Higher;Yes;Oui;Not at al;No;Non;No;No;Oui;Oui;informal
2609;EG;Male;25+;Never Mar;Rural;Secondary;non manua;No;No educati;No;Oui;Not at al;No;Non;No;yes;Non;Non;informal
2228;LB;Female;25+;Never Mar;Urban;Secondary;manual t;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
1648;TN;Male;<= 19;Never Mar;Urban;Secondary;non manua;No;Primary;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
208;LB;Male;20 - 24;Never Mar;Rural;Middle;manual t;No;Middle;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
156;LB;Male;25+;Never Mar;Rural;No educati;non manua;Yes;Secondary;No;Non;Not at al;Yes;Non;No;yes;Non;Non;formal
1016;LB;Male;25+;Never Mar;Urban;Middle;manual t;No;Primary;No;Non;Not at al;No;Non;No;yes;Oui;Oui;informal
897;LB;Male;25+;Ever Marr;Urban;Higher;non manua;Yes;Middle;Yes;Non;Not at al;Yes;Non;No;yes;Non;Oui;formal
149;DZ;Male;20 - 24;Never Mar;Urban;Middle;non manua;No;Primary;Yes;Oui;Completel;Yes;Non;No;No;Non;Non;formal
90;LB;Male;20 - 24;Never Mar;Urban;Higher;non manua;Yes;Middle;Yes;Non;Not at al;No;Non;yes;No;Non;Non;formal
1861;EG;Female;<= 19;Never Mar;Urban;Secondary;non manua;No;Middle;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
2560;EG;Male;20 - 24;Ever Marr;Rural;Primary;manual t;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
857;EG;Male;25+;Never Mar;Rural;Secondary;non manua;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
606;TN;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Middle;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
1161;DZ;Male;25+;Ever Marr;Urban;Secondary;non manua;No;Primary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2050;EG;Male;25+;Never Mar;Urban;Secondary;non manua;No;No educati;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
1120;EG;Male;20 - 24;Ever Marr;Rural;Primary;non manua;No;No educati;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
2936;LB;Female;25+;Never Mar;Urban;Primary;manual t;No;Primary;No;Non;Not at al;Yes;Non;No;No;Non;Non;informal
188;LB;Male;20 - 24;Never Mar;Urban;Higher;non manua;Yes;Secondary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
277;EG;Male;20 - 24;Never Mar;Rural;Higher;non manua;No;No educati;Yes;Oui;Not at al;Yes;Non;No;No;Non;Non;formal
1532;EG;Male;20 - 24;Never Mar;Rural;Secondary;manual t;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
499;LB;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Higher;No;Non;Not at al;Yes;Non;No;No;Non;Oui;formal
2851;LB;Female;<= 19;Never Mar;Urban;Higher;manual t;No;Middle;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
967;EG;Male;<= 19;Never Mar;Urban;Secondary;manual t;No;Middle;No;Non;Not at al;No;Non;No;No;Non;Non;informal
1569;DZ;Male;20 - 24;Never Mar;Rural;Higher;manual t;No;Middle;Yes;Non;Completel;No;Non;yes;yes;Oui;Oui;informal
2164;LB;Male;25+;Ever Marr;Urban;Higher;non manua;No;Middle;No;Non;Not at al;No;Non;No;No;Non;Non;informal
111;LB;Female;25+;Ever Marr;Rural;Higher;non manua;Yes;Secondary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
2087;EG;Female;25+;Never Mar;Urban;Higher;non manua;No;Primary;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
907;LB;Female;25+;Ever Marr;Urban;Middle;non manua;No;Middle;Yes;Non;Not at al;No;Non;yes;yes;Non;Non;formal
835;LB;Male;25+;Ever Marr;Urban;Higher;non manua;No;Secondary;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
2257;EG;Male;25+;Never Mar;Urban;Secondary;non manua;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
2195;DZ;Female;<= 19;Never Mar;Urban;Middle;manual t;No;No educati;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2341;EG;Male;25+;Ever Marr;Rural;Secondary;manual t;No;No educati;No;Oui;Not at al;No;Non;No;No;Oui;Oui;informal
116;DZ;Female;25+;Never Mar;Urban;Secondary;non manua;Yes;Middle;Yes;Oui;Not at al;Yes;Non;yes;No;Non;Non;formal
487;TN;Female;20 - 24;Never Mar;Rural;Middle;non manua;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;formal
84;EG;Male;25+;Ever Marr;Rural;Secondary;non manua;No;Primary;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;formal
647;EG;Male;25+;Never Mar;Urban;Higher;non manua;No;Secondary;No;Oui;Not at al;Yes;Non;No;No;Non;Non;formal
2146;LB;Male;20 - 24;Never Mar;Rural;Secondary;non manua;Yes;Primary;Yes;Non;Not at al;No;Non;yes;yes;Non;Non;informal
2951;DZ;Male;20 - 24;Never Mar;Urban;Middle;non manua;No;No educati;Yes;Oui;Completel;Yes;Non;No;yes;Oui;Non;informal
1416;EG;Male;25+;Never Mar;Rural;Secondary;manual t;No;Primary;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
1040;DZ;Male;25+;Never Mar;Urban;Secondary;manual t;Yes;No educati;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
1527;LB;Male;25+;Ever Marr;Rural;Primary;non manua;No;Primary;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2752;DZ;Male;25+;Ever Marr;Rural;Middle;manual t;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2719;LB;Male;<= 19;Never Mar;Rural;Middle;non manua;No;Primary;No;Non;Not at al;No;Non;yes;yes;Oui;Non;informal
2673;EG;Male;25+;Never Mar;Rural;Secondary;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
861;LB;Male;25+;Ever Marr;Urban;Higher;non manua;No;Higher;Yes;Non;Not at al;No;Non;No;No;Non;Non;formal
2507;TN;Female;20 - 24;Never Mar;Urban;Middle;non manua;No;Primary;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
1126;EG;Male;25+;Ever Marr;Rural;Primary;manual t;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
437;DZ;Female;20 - 24;Never Mar;Urban;Higher;manual t;Yes;Primary;Yes;Oui;Not at al;Yes;Non;yes;No;Non;Non;formal
263;LB;Male;25+;Never Mar;Urban;Higher;non manua;No;Secondary;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Non;formal
2573;DZ;Male;20 - 24;Never Mar;Rural;Middle;non manua;No;Primary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
298;EG;Male;20 - 24;Never Mar;Rural;Secondary;non manua;No;Secondary;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
1530;TN;Female;25+;Never Mar;Urban;Higher;non manua;No;Primary;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2125;EG;Male;<= 19;Never Mar;Rural;Secondary;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
133;DZ;Male;25+;Never Mar;Urban;Middle;non manua;No;No educati;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;formal
490;LB;Male;25+;Ever Marr;Urban;Higher;non manua;Yes;Secondary;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Non;formal
757;EG;Male;25+;Never Mar;Urban;Secondary;non manua;No;No educati;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
278;TN;Female;20 - 24;Never Mar;Rural;Secondary;non manua;No;Primary;Yes;Oui;Not at al;No;Non;No;No;Non;Non;formal
2522;LB;Male;20 - 24;Never Mar;Rural;Higher;non manua;No;Higher;No;Non;Not at al;No;Non;No;No;Non;Non;informal
1847;TN;Female;20 - 24;Never Mar;Urban;Higher;non manua;No;Secondary;No;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
2983;TN;Male;25+;Never Mar;Urban;Secondary;manual t;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
107;DZ;Male;20 - 24;Never Mar;Urban;Middle;manual t;No;Primary;Yes;Non;Not at al;No;Non;yes;No;Oui;Oui;formal
2216;EG;Female;20 - 24;Never Mar;Urban;Secondary;non manua;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
39;EG;Male;25+;Never Mar;Urban;Higher;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;formal
2530;LB;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Primary;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2770;DZ;Female;25+;Never Mar;Urban;Secondary;non manua;Yes;Higher;Yes;Oui;Not at al;Yes;Non;No;No;Oui;Oui;informal
502;LB;Female;25+;Ever Marr;Urban;Higher;non manua;Yes;No educati;No;Oui;Not at al;Yes;Non;No;yes;Non;Non;formal
1707;LB;Male;20 - 24;Never Mar;Rural;Secondary;non manua;Yes;Middle;Yes;Non;Not at al;No;Non;yes;yes;Non;Non;informal
811;LB;Male;20 - 24;Never Mar;Urban;Higher;non manua;Yes;Middle;No;Non;Not at al;Yes;Non;yes;yes;Non;Non;formal
2270;TN;Male;25+;Never Mar;Urban;Primary;non manua;No;Primary;No;Non;Not at al;No;Non;yes;yes;Non;Non;informal
2583;DZ;Male;20 - 24;Never Mar;Rural;Middle;manual t;No;No educati;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
0;EG;Male;25+;Never Mar;Urban;Higher;non manua;No;Secondary;Yes;Oui;Completel;No;Non;yes;yes;Oui;Oui;formal
510;EG;Male;20 - 24;Never Mar;Rural;Higher;non manua;No;Secondary;Yes;Non;Not at al;No;Non;yes;No;Non;Non;formal
1270;LB;Female;25+;Never Mar;Rural;Middle;non manua;Yes;Middle;Yes;Oui;Completel;No;Non;yes;yes;Oui;Oui;informal
1278;EG;Male;20 - 24;Never Mar;Rural;Secondary;manual t;No;Secondary;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2336;EG;Male;20 - 24;Never Mar;Urban;Secondary;non manua;No;No educati;No;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
93;DZ;Male;25+;Ever Marr;Urban;Secondary;non manua;Yes;No educati;Yes;Oui;Completel;No;Non;yes;yes;Oui;Oui;formal
1723;LB;Male;25+;Never Mar;Urban;Middle;non manua;No;Middle;No;Oui;Not at al;Yes;Non;No;No;Non;Non;informal
2312;DZ;Male;<= 19;Never Mar;Urban;Secondary;manual t;No;Primary;No;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
760;TN;Female;25+;Ever Marr;Urban;Higher;non manua;No;Higher;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
2400;DZ;Male;20 - 24;Never Mar;Urban;Secondary;manual t;No;Primary;No;Oui;Completel;No;Non;yes;No;Oui;Oui;informal
2520;LB;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Primary;No;Non;Not at al;Yes;Non;yes;yes;Non;Non;informal
1193;LB;Female;<= 19;Never Mar;Urban;Primary;non manua;Yes;No educati;No;Non;Not at al;No;Non;yes;No;Non;Non;informal
1693;EG;Male;20 - 24;Never Mar;Rural;Secondary;manual t;No;Secondary;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
869;LB;Male;20 - 24;Never Mar;Urban;Secondary;non manua;Yes;Secondary;Yes;Non;Not at al;No;Non;yes;yes;Non;Non;formal
1961;DZ;Male;<= 19;Never Mar;Urban;Secondary;non manua;Yes;Primary;Yes;Oui;Completel;Yes;Non;yes;yes;Oui;Oui;informal
2169;DZ;Male;25+;Never Mar;Rural;Middle;manual t;No;No educati;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2298;LB;Male;20 - 24;Never Mar;Rural;Secondary;non manua;Yes;Middle;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
578;LB;Male;20 - 24;Never Mar;Rural;Middle;manual t;Yes;Primary;Yes;Non;Not at al;No;Non;yes;yes;Non;Non;formal
924;DZ;Male;20 - 24;Never Mar;Rural;Middle;non manua;No;Primary;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
456;DZ;Male;25+;Never Mar;Rural;Secondary;non manua;No;No educati;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
433;LB;Male;25+;Ever Marr;Urban;Higher;non manua;Yes;Higher;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
2330;EG;Male;<= 19;Never Mar;Urban;Secondary;manual t;No;No educati;No;Oui;Not at al;No;Non;No;No;Oui;Oui;informal
2409;EG;Male;20 - 24;Never Mar;Rural;Primary;manual t;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
119;DZ;Male;25+;Never Mar;Urban;Secondary;non manua;No;No educati;Yes;Non;Not at al;Yes;Non;No;yes;Oui;Oui;formal
1920;TN;Female;20 - 24;Never Mar;Urban;Higher;non manua;No;Primary;Yes;Oui;Not at al;No;Non;yes;No;Non;Oui;informal
2833;LB;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Primary;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
773;EG;Male;<= 19;Never Mar;Rural;Secondary;non manua;No;Secondary;Yes;Non;Not at al;No;Non;No;No;Non;Non;formal
2349;TN;Male;20 - 24;Never Mar;Rural;Middle;manual t;No;No educati;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
928;LB;Male;25+;Ever Marr;Urban;Primary;manual t;No;No educati;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
1426;DZ;Male;20 - 24;Ever Marr;Rural;Middle;manual t;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
71;EG;Male;20 - 24;Never Mar;Urban;Secondary;non manua;No;Higher;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
1500;DZ;Male;25+;Never Mar;Urban;Primary;manual t;Yes;No educati;Yes;Oui;Completel;No;Non;yes;yes;Oui;Oui;informal
960;EG;Male;25+;Never Mar;Urban;Higher;non manua;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
2728;EG;Male;25+;Never Mar;Rural;Secondary;manual t;No;Secondary;Yes;Oui;Not at al;No;Non;No;No;Oui;Oui;informal
2925;DZ;Female;20 - 24;Never Mar;Urban;Higher;non manua;Yes;Higher;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
1451;EG;Male;<= 19;Ever Marr;Rural;Middle;manual t;No;No educati;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
251;LB;Male;25+;Ever Marr;Urban;Secondary;non manua;No;Middle;No;Non;Not at al;No;Non;No;yes;Non;Non;formal
164;LB;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Secondary;Yes;Non;Not at al;Yes;Non;No;yes;Oui;Non;formal
1253;EG;Male;20 - 24;Never Mar;Urban;Higher;manual t;No;Higher;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
421;TN;Female;25+;Ever Marr;Urban;Higher;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
2151;DZ;Female;25+;Never Mar;Urban;Middle;manual t;No;Primary;Yes;Oui;Not at al;No;Non;yes;No;Oui;Oui;informal
2498;TN;Female;20 - 24;Ever Marr;Rural;Secondary;non manua;No;Primary;Yes;Non;Not at al;No;Non;yes;yes;Non;Non;informal
1318;TN;Female;<= 19;Never Mar;Rural;Middle;non manua;No;Primary;Yes;Non;Not at al;Yes;Non;yes;No;Non;Non;informal
2843;TN;Male;20 - 24;Never Mar;Rural;Middle;manual t;No;No educati;No;Oui;Not at al;Yes;Non;No;No;Non;Non;informal
2641;EG;Male;20 - 24;Ever Marr;Urban;Secondary;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;No;yes;Non;Non;informal
1464;TN;Male;25+;Never Mar;Urban;Primary;manual t;No;No educati;No;Non;Not at al;Yes;Non;No;No;Non;Non;informal
1454;EG;Male;25+;Never Mar;Rural;Primary;manual t;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2656;EG;Female;25+;Ever Marr;Rural;Middle;non manua;No;No educati;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
2280;TN;Male;<= 19;Never Mar;Rural;Middle;manual t;No;Primary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
10;LB;Female;25+;Ever Marr;Urban;Higher;non manua;Yes;Secondary;Yes;Non;Not at al;Yes;Non;yes;yes;Non;Non;formal
503;LB;Female;25+;Ever Marr;Urban;Middle;non manua;No;No educati;Yes;Non;Not at al;No;Non;No;yes;Non;Non;formal
2167;LB;Male;25+;Ever Marr;Urban;Secondary;non manua;Yes;Primary;No;Oui;Not at al;Yes;Non;yes;No;Non;Non;informal
799;EG;Male;25+;Ever Marr;Urban;Secondary;non manua;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
285;TN;Female;25+;Never Mar;Urban;Higher;non manua;No;No educati;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
993;EG;Male;25+;Never Mar;Urban;Secondary;non manua;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1903;EG;Male;<= 19;Never Mar;Rural;Middle;manual t;No;No educati;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
438;TN;Female;25+;Never Mar;Urban;Primary;non manua;No;Primary;No;Non;Not at al;No;Non;No;yes;Non;Non;formal
2360;LB;Male;25+;Ever Marr;Urban;No educati;non manua;Yes;No educati;No;Non;Not at al;No;Non;yes;No;Oui;Non;informal
2846;EG;Male;20 - 24;Never Mar;Rural;Secondary;manual t;No;Secondary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1854;LB;Female;25+;Never Mar;Urban;Middle;manual t;Yes;Secondary;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
1027;LB;Male;<= 19;Never Mar;Urban;Middle;non manua;Yes;Primary;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
1048;DZ;Male;20 - 24;Never Mar;Urban;Primary;manual t;Yes;Primary;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
849;LB;Male;25+;Never Mar;Urban;Secondary;non manua;No;Secondary;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;formal
2856;TN;Male;25+;Never Mar;Urban;Middle;non manua;No;Middle;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
515;LB;Female;20 - 24;Ever Marr;Urban;Higher;non manua;Yes;Middle;No;Non;Not at al;No;Non;yes;yes;Oui;Non;formal
2057;DZ;Male;20 - 24;Never Mar;Rural;Middle;manual t;Yes;Primary;Yes;Oui;Not at al;Yes;Non;No;No;Non;Non;informal
2279;LB;Male;25+;Never Mar;Rural;Higher;non manua;Yes;Middle;No;Non;Not at al;Yes;Non;No;No;Non;Non;informal
1409;TN;Female;20 - 24;Never Mar;Urban;No educati;non manua;No;Primary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Non;informal
1348;TN;Male;25+;Never Mar;Urban;Secondary;non manua;No;Middle;No;Non;Not at al;No;Non;No;No;Oui;Non;informal
1089;TN;Male;<= 19;Never Mar;Urban;Middle;manual t;No;Primary;Yes;Non;Not at al;No;Non;No;yes;Non;Non;informal
561;EG;Male;20 - 24;Ever Marr;Rural;Higher;non manua;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
2033;EG;Male;<= 19;Never Mar;Urban;Primary;non manua;No;No educati;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
837;TN;Female;25+;Ever Marr;Urban;Higher;non manua;No;Middle;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;formal
47;LB;Male;25+;Ever Marr;Urban;Secondary;non manua;Yes;Primary;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
979;DZ;Female;25+;Never Mar;Urban;Middle;manual t;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
829;TN;Female;20 - 24;Never Mar;Rural;No educati;manual t;No;No educati;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;formal
604;TN;Male;25+;Never Mar;Urban;Middle;non manua;No;No educati;Yes;Non;Not at al;No;Non;No;yes;Oui;Non;formal
1382;EG;Male;20 - 24;Ever Marr;Rural;Secondary;manual t;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
1544;TN;Male;20 - 24;Never Mar;Urban;Middle;non manua;No;Middle;Yes;Non;Not at al;Yes;Non;yes;yes;Non;Oui;informal
784;DZ;Male;20 - 24;Never Mar;Rural;Middle;non manua;No;No educati;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;formal
2339;TN;Male;20 - 24;Never Mar;Urban;Secondary;non manua;No;Higher;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;informal
2474;EG;Male;<= 19;Never Mar;Rural;Primary;manual t;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2459;LB;Male;20 - 24;Never Mar;Urban;Secondary;non manua;Yes;Middle;No;Non;Not at al;Yes;Non;yes;yes;Oui;Non;informal
1586;LB;Male;20 - 24;Never Mar;Urban;Higher;non manua;Yes;Secondary;No;Non;Not at al;No;Non;yes;yes;Non;Non;informal
1321;EG;Female;20 - 24;Never Mar;Urban;Higher;non manua;No;No educati;Yes;Non;Not at al;No;Non;No;yes;Oui;Oui;informal
1176;LB;Male;<= 19;Never Mar;Rural;Middle;manual t;No;Primary;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
420;LB;Female;25+;Ever Marr;Urban;Higher;non manua;No;Secondary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
751;TN;Male;25+;Never Mar;Urban;Secondary;manual t;No;No educati;Yes;Oui;Not at al;Yes;Non;yes;No;Non;Non;formal
1659;LB;Female;20 - 24;Never Mar;Urban;Middle;non manua;No;No educati;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
2592;LB;Male;25+;Never Mar;Urban;Secondary;non manua;Yes;Middle;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
402;LB;Male;20 - 24;Ever Marr;Urban;Secondary;non manua;No;Secondary;Yes;Non;Not at al;No;Non;No;yes;Oui;Non;formal
1101;TN;Male;20 - 24;Never Mar;Rural;Middle;manual t;No;No educati;Yes;Oui;Not at al;Yes;Non;No;No;Non;Non;informal
883;LB;Female;25+;Ever Marr;Urban;Higher;non manua;Yes;Middle;No;Non;Not at al;No;Non;yes;No;Non;Non;formal
833;DZ;Male;20 - 24;Never Mar;Urban;Secondary;manual t;No;Middle;Yes;Oui;Not at al;Yes;Non;No;No;Oui;Oui;formal
1561;DZ;Male;<= 19;Never Mar;Rural;Primary;manual t;No;No educati;No;Non;Completel;No;Non;No;No;Non;Non;informal
1180;EG;Male;20 - 24;Never Mar;Urban;Secondary;manual t;No;No educati;No;Non;Completel;Yes;Non;yes;yes;Oui;Oui;informal
1106;EG;Male;25+;Ever Marr;Rural;Higher;manual t;No;Secondary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
525;DZ;Male;20 - 24;Never Mar;Urban;Secondary;non manua;Yes;Higher;Yes;Oui;Completel;Yes;Non;No;No;Non;Non;formal
739;LB;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Middle;Yes;Non;Not at al;Yes;Non;yes;yes;Non;Non;formal
2865;DZ;Female;20 - 24;Never Mar;Urban;Middle;manual t;No;No educati;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
2768;DZ;Female;20 - 24;Never Mar;Rural;Middle;manual t;No;Middle;Yes;Oui;Completel;Yes;Non;No;No;Oui;Oui;informal
1616;DZ;Male;25+;Never Mar;Urban;Secondary;manual t;No;No educati;Yes;Non;Not at al;No;Non;yes;yes;Non;Non;informal
1804;DZ;Male;25+;Never Mar;Rural;Middle;manual t;No;No educati;No;Oui;Not at al;Yes;Non;No;No;Oui;Oui;informal
2741;EG;Male;20 - 24;Ever Marr;Urban;Secondary;non manua;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2589;TN;Female;25+;Never Mar;Urban;Secondary;non manua;No;Higher;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
